iter	Passed	Remaining
223	37940	101456
224	38096	101251
225	38282	101126
226	38451	100955
227	38622	100790
228	38803	100651
229	38968	100471
230	39134	100292
231	39304	100123
232	39465	99933
233	39611	99704
234	39773	99519
235	39943	99351
236	40106	99166
237	40250	98935
238	40423	98776
239	40587	98592
240	40736	98376
241	40924	98253
242	41072	98034
243	41234	97846
244	41395	97659
245	41546	97448
246	41708	97264
247	41886	97116
248	42061	96960
249	42217	96762
250	42384	96589
251	42551	96416
252	42715	96236
253	42887	96075
254	43082	95964
255	43246	95784
256	43433	95655
257	43602	95486
258	43774	95323
259	43943	95155
260	44146	95059
261	44308	94875
262	44462	94672
263	44607	94452
264	44762	94255
265	44927	94077
266	45093	93902
267	45243	93694
268	45401	93502
269	45590	93376
270	45764	93217
271	45933	93049
272	46084	92844
273	46252	92673
274	46426	92515
275	46589	92335
276	46752	92154
277	46915	91975
278	47063	91766
279	47252	91635
280	47416	91457
281	47575	91271
282	47743	91100
283	47923	90952
284	48086	90773
285	48221	90541
286	48381	90357
287	48544	90178
288	48719	90021
289	48862	89805
290	49034	89644
291	49212	89493
292	49384	89330
293	49553	89162
294	49723	88996
295	49887	88819
296	50044	88630
297	50211	88459
298	50390	88308
299	50539	88108
300	50728	87974
301	50899	87810
302	51061	87630
303	51223	87450
304	51381	87264
305	51543	87084
306	51725	86939
307	51911	86800
308	52072	86619
309	52243	86454
310	52408	86280
311	52579	86115
312	52747	85945
313	52924	85791
314	53093	85624
315	53248	85433
316	53397	85233
317	53584	85095
318	53749	84921
319	53918	84752
320	54086	84583
321	54239	84391
322	54409	84225
323	54601	84093
324	54755	83901
325	54917	83723
326	55085	83554
327	55273	83415
328	55464	83280
329	55616	83088
330	55780	82911
331	55956	82755
332	56121	82580
333	56275	82390
334	56444	82223
335	56616	82060
336	56802	81917
337	56968	81744
338	57113	81542
339	57288	81383
340	57457	81215
341	57644	81072
342	57799	80885
343	57954	80698
344	58104	80504
345	58268	80330
346	58448	80177
347	58603	79990
348	58776	79828
349	58960	79681
350	59115	79493
351	59280	79321
352	59448	79151
353	59602	78964
354	59765	78789
355	59907	78586
356	60070	78411
357	60244	78250
358	60406	78074
359	60582	77916
360	60742	77737
361	60905	77561
362	61072	77392
363	61214	77190
364	61377	77016
365	61554	76858
366	61708	76672
367	61869	76496
368	62030	76319
369	62187	76137
370	62332	75941
371	62487	75757
372	62675	75613
373	62807	75402
374	62983	75244
375	63152	75077
376	63324	74914
377	63480	74732
378	63627	74539
379	63785	74360
380	63958	74198
381	64144	74051
382	64328	73902
383	64498	73737
384	64660	73561
385	64829	73395
386	64992	73221
387	65144	73036
388	65320	72876
389	65491	72712
390	65634	72516
391	65793	72339
392	65962	72172
393	66129	72003
394	66291	71829
395	66442	71644
396	66590	71455
397	66746	71274
398	66930	71124
399	67096	70954
400	67266	70789
401	67430	70617
402	67579	70430
403	67726	70241
404	67893	70072
405	68056	69900
406	68228	69737
407	68410	69584
408	68583	69422
409	68741	69244
410	68912	69079
411	69084	68916
412	69256	68753
413	69411	68573
414	69582	68408
415	69738	68229
416	69893	68050
417	70045	67867
418	70201	67687
419	70373	67524
420	70522	67339
421	70690	67172
422	70902	67046
423	71074	66884
424	71248	66722
425	71422	66560
426	71592	66394
427	71752	66220
428	71914	66047
429	72062	65861
430	72260	65722
431	72431	65557
432	72593	65384
433	72769	65224
434	72951	65069
435	73117	64900
436	73297	64743
437	73467	64577
438	73638	64412
439	73809	64248
440	73970	64074
441	74133	63902
442	74300	63733
443	74464	63563
444	74630	63394
445	74788	63218
446	74947	63043
447	75116	62876
448	75270	62697
449	75432	62525
450	75596	62354
451	75748	62174
452	75912	62003
453	76058	61818
454	76231	61655
455	76405	61492
456	76600	61347
457	76771	61182
458	76945	61020
459	77116	60855
460	77283	60686
461	77454	60521
462	77621	60353
463	77809	60201
464	77986	60041
465	78153	59872
466	78337	59717
467	78504	59549
468	78690	59395
469	78847	59219
470	79015	59051
471	79190	58889
472	79339	58708
473	79497	58532
474	79672	58370
475	79854	58213
476	80012	58038
477	80167	57861
478	80308	57674
479	80484	57512
480	80672	57359
481	80870	57213
482	81032	57041
483	81227	56893
484	81402	56730
485	81568	56561
486	81738	56394
487	81914	56232
488	82075	56059
489	82248	55895
490	82415	55726
491	82568	55549
492	82737	55382
493	82902	55212
494	83068	55043
495	83228	54870
496	83383	54694
497	83542	54520
498	83711	54353
499	83867	54178
500	84013	53996
501	84201	53842
502	84364	53671
503	84528	53500
504	84708	53341
505	84865	53166
506	85035	53000
507	85194	52827
508	85345	52649
509	85495	52470
510	85665	52304
511	85840	52141
512	85998	51968
513	86174	51805
514	86340	51636
515	86517	51474
516	86703	51317
517	86860	51143
518	87020	50971
519	87171	50793
520	87337	50625
521	87501	50455
522	87652	50278
523	87819	50110
524	88001	49951
525	88169	49783
526	88316	49604
527	88474	49431
528	88650	49269
529	88812	49098
530	88982	48931
531	89129	48753
532	89305	48590
533	89485	48429
534	89650	48260
535	89827	48098
536	89987	47926
537	90146	47754
538	90309	47584
539	90460	47408
540	90624	47238
541	90784	47067
542	90948	46897
543	91129	46737
544	91335	46589
545	91495	46418
546	91648	46243
547	91818	46076
548	91975	45903
549	92157	45743
550	92323	45575
551	92483	45404
552	92642	45232
553	92822	45071
554	92984	44900
555	93157	44735
556	93342	44576
557	93517	44412
558	93657	44232
559	93830	44066
560	93993	43897
561	94149	43724
562	94293	43545
563	94475	43384
564	94646	43219
565	94807	43048
566	94975	42881
567	95123	42705
568	95316	42549
569	95460	42371
570	95618	42199
571	95821	42047
572	95988	41879
573	96149	41709
574	96295	41532
575	96444	41357
576	96616	41191
577	96802	41032
578	96941	40852
579	97128	40693
580	97299	40527
581	97478	40364
582	97654	40200
583	97810	40028
584	97976	39860
585	98149	39695
586	98324	39530
587	98480	39358
588	98657	39195
589	98849	39036
590	99026	38873
591	99184	38701
592	99353	38534
593	99520	38367
594	99694	38202
595	99866	38036
596	100060	37878
597	100211	37705
598	100395	37543
599	100551	37371
600	100711	37201
601	100868	37029
602	101014	36854
603	101194	36691
604	101370	36526
605	101534	36358
606	101683	36184
607	101850	36016
608	102049	35859
609	102202	35687
610	102386	35525
611	102549	35356
612	102716	35188
613	102882	35020
614	103043	34850
615	103196	34678
616	103341	34503
617	103516	34337
618	103724	34183
619	103880	34012
620	104042	33843
621	104202	33673
622	104389	33511
623	104574	33349
624	104740	33181
625	104881	33005
626	105052	32839
627	105232	32675
628	105415	32513
629	105570	32341
630	105728	32170
631	105893	32002
632	106057	31833
633	106229	31667
634	106399	31500
635	106559	31331
636	106719	31161
637	106895	30996
638	107048	30824
639	107212	30656
640	107403	30495
641	107564	30325
642	107739	30160
643	107902	29991
644	108069	29823
645	108245	29658
646	108395	29486
647	108552	29315
648	108745	29155
649	108924	28990
650	109092	28823
651	109268	28657
652	109439	28491
653	109596	28320
654	109768	28154
655	109928	27984
656	110076	27812
657	110228	27640
658	110372	27467
659	110530	27297
660	110689	27128
661	110844	26957
662	110987	26784
663	111123	26609
664	111312	26447
665	111477	26279
666	111635	26109
667	111812	25944
668	111970	25775
669	112133	25606
670	112284	25435
671	112436	25264
672	112613	25099
673	112767	24929
674	112926	24760
675	113083	24590
676	113246	24422
677	113416	24255
678	113583	24088
679	113759	23923
680	113906	23751
681	114096	23588
682	114237	23416
683	114401	23248
684	114581	23083
685	114748	22916
686	114909	22747
687	115075	22580
688	115238	22412
689	115417	22247
690	115585	22079
691	115740	21910
692	115912	21743
693	116104	21581
694	116253	21410
695	116431	21245
696	116600	21078
697	116792	20915
698	116956	20747
699	117121	20579
700	117267	20408
701	117434	20241
702	117597	20073
703	117750	19903
704	117937	19739
705	118083	19569
706	118246	19401
707	118421	19235
708	118581	19066
709	118760	18901
710	118933	18735
711	119097	18567
712	119279	18402
713	119429	18232
714	119596	18064
715	119754	17896
716	119915	17728
717	120075	17559
718	120243	17392
719	120399	17223
720	120567	17056
721	120754	16892
722	120918	16724
723	121079	1689	2724	121249	1690	248522	23017
691	248927	22662
692	249305	22304
693	249665	21944
694	250045	21586
695	250458	21231
696	250841	20873
697	251205	20513
698	251540	20152
699	251881	19790
700	252254	19431
701	252620	19072
702	252982	18712
703	253359	18354
704	253727	17994
705	254091	17635
706	254480	17277
707	254812	16915
708	255177	16555
709	255578	16198
710	255970	15840
711	256314	15479
712	256704	15121
713	257064	14761
714	257411	14400
715	257783	14041
716	258142	13681
717	258524	13322
718	258949	12965
719	259303	12605
720	259659	12244
721	260051	11886
722	260460	11527
723	260823	11167
724	261205	10808
725	261572	10448
726	261959	10089
727	262309	9728
728	262640	9367
729	263000	9006
730	263394	8647
731	263736	8286
732	264136	7927
733	264527	7568
734	264877	7207
735	265214	6846
736	265512	6484
737	265793	6122
738	266148	5762
739	266448	5400
740	266753	5039
741	267059	4678
742	267354	4317
743	267602	3956
744	267927	3596
745	268197	3235
746	268462	2875
747	268762	2515
748	269049	2155
749	269367	1795
750	269657	1436
751	269969	1077
752	270269	717
753	270558	358
754	270862	0
31867	5508
790	132041	5341
791	132219	5175
792	132377	5007
793	132534	4840
794	132709	4674
795	132870	4506
796	133039	4340
797	133192	4172
798	133344	4005
799	133500	3838
800	133666	3671
801	133822	3504
802	134010	3337
803	134166	3170
804	134334	3003
805	134499	2836
806	134673	2670
807	134841	2503
808	134993	2336
809	135160	2169
810	135312	2002
811	135475	1835
812	135647	1668
813	135836	1501
814	136009	1335
815	136163	1168
816	136331	1001
817	136509	834
818	136678	667
819	136841	500
820	137016	333
821	137185	166
822	137334	0
