iter	RMSE
179	36.79824842
180	36.79516904
181	36.79268096
182	36.78858588
183	36.78614168
184	36.78161064
185	36.77772566
186	36.77465424
187	36.77014585
188	36.76623572
189	36.76209581
190	36.7571131
191	36.75289642
192	36.74917745
193	36.7456731
194	36.74348531
195	36.73733481
196	36.73378016
197	36.73007806
198	36.72590828
199	36.72247865
200	36.71936265
201	36.71454839
202	36.7111433
203	36.70861167
204	36.70470714
205	36.70100607
206	36.69656572
207	36.69243847
208	36.6884754
209	36.68474661
210	36.68280912
211	36.67880995
212	36.67513736
213	36.67105448
214	36.66991498
215	36.66627164
216	36.66368525
217	36.6610503
218	36.65758165
219	36.65434635
220	36.65092025
221	36.64830114
222	36.64541443
223	36.64157452
224	36.63893224
225	36.63624146
226	36.6333939
227	36.6304365
228	36.62767705
229	36.62515126
230	36.62278124
231	36.61972704
232	36.61639911
233	36.61426813
234	36.61005087
235	36.60733873
236	36.60470855
237	36.60249614
238	36.60028229
239	36.59719501
240	36.59456124
241	36.59110803
242	36.58940715
243	36.58588926
244	36.58300508
245	36.58042873
246	36.57818894
247	36.57479774
248	36.57221373
249	36.56911779
250	36.56572813
251	36.56232278
252	36.56035544
253	36.55835641
254	36.55566427
255	36.55388217
256	36.55092357
257	36.54767542
258	36.54482119
259	36.54236275
260	36.53894438
261	36.53673603
262	36.53475065
263	36.53289955
264	36.52998649
265	36.52740058
266	36.52436885
267	36.52227014
268	36.52019266
269	36.51625292
270	36.51320197
271	36.51069478
272	36.50846945
273	36.50658775
274	36.50342559
275	36.50071421
276	36.49804496
277	36.49552838
278	36.49404701
279	36.49125475
280	36.48933869
281	36.48615042
282	36.48346243
283	36.48128698
284	36.47940736
285	36.47749721
286	36.47518432
287	36.47290295
288	36.47072116
289	36.46915627
290	36.46688659
291	36.46416144
292	36.46142705
293	36.45874131
294	36.45681625
295	36.45430758
296	36.45166795
297	36.44889166
298	36.44656109
299	36.44496756
300	36.44190145
301	36.4385386
302	36.43550123
303	36.43263222
304	36.43093374
305	36.42811672
306	36.42460075
307	36.42120536
308	36.4194535
309	36.41646659
310	36.41392689
311	36.41009214
312	36.40833148
313	36.40613841
314	36.40319025
315	36.4010522
316	36.39896554
317	36.39691
318	36.39477398
319	36.39129317
320	36.38958095
321	36.38754158
322	36.38280949
323	36.38005762
324	36.37787884
325	36.37629153
326	36.37334103
327	36.37088433
328	36.36728587
329	36.36524623
330	36.36338737
331	36.36087384
332	36.3585774
333	36.35683786
334	36.35481882
335	36.35261401
336	36.34899204
337	36.34802769
338	36.3462696
339	36.34436128
340	36.34200683
341	36.33989043
342	36.33800074
343	36.33617751
344	36.33422749
345	36.33174027
346	36.32966796
347	36.32810779
348	36.32568005
349	36.32233027
350	36.32017262
351	36.3183615
352	36.31567058
353	36.3137713
354	36.31127577
355	36.30930817
356	36.30750322
357	36.30503603
358	36.30297817
359	36.30186041
360	36.30046825
361	36.29799747
362	36.29563641
363	36.29429555
364	36.29198797
365	36.2901972
366	36.28852514
367	36.28633118
368	36.28438495
369	36.28238226
370	36.28021001
371	36.27878068
372	36.27694134
373	36.27551857
374	36.27314954
375	36.27161702
376	36.26906998
377	36.26704022
378	36.26534816
379	36.2634882
380	36.26161319
381	36.25931185
382	36.25623692
383	36.25418475
384	36.25200869
385	36.24965416
386	36.24703387
387	36.24541492
388	36.24324446
389	36.24078727
390	36.23939194
391	36.2380198
392	36.23469297
393	36.23269045
394	36.23137841
395	36.22996239
396	36.22873885
397	36.22712233
398	36.22451508
399	36.22251739
400	36.22027871
401	36.21839341
402	36.21681989
403	36.21438159
404	36.21260266
405	36.21085586
406	36.20860538
407	36.20636142
408	36.20489476
409	36.20349532
410	36.20126675
411	36.1991152
412	36.19726735
413	36.19588249
414	36.19365585
415	36.19252905
416	36.19177492
417	36.19027071
418	36.18868555
419	36.18643956
420	36.18519658
421	36.18233172
422	36.18032007
423	36.17794576
424	36.17591658
425	36.17289889
426	36.17139846
427	36.16966623
428	36.16800556
429	36.16688849
430	36.16406653
431	36.16236714
432	36.16124237
433	36.15860276
434	36.15580776
435	36.15376145
436	36.15193517
437	36.14991494
438	36.14730015
439	36.1457057
440	36.14452436
441	36.14259834
442	36.14068793
443	36.13792928
444	36.13624123
445	36.13440741
446	36.13218158
447	36.13083835
448	36.12926394
449	36.12736221
450	36.1256184
451	36.12384159
452	36.12189157
453	36.12016197
454	36.11809109
455	36.11643016
456	36.11370279
457	36.11181459
458	36.10995308
459	36.10824433
460	36.10619669
461	36.10432277
462	36.10255053
463	36.10023454
464	36.09835681
465	36.09611282
466	36.0944222
467	36.09261607
468	36.09068335
469	36.08932312
470	36.08788836
471	36.08596321
472	36.08418621
473	36.08261911
474	36.08034471
475	36.07851664
476	36.0763477
477	36.07526431
478	36.07388618
479	36.07176084
480	36.06990244
481	36.06806445
482	36.06658768
483	36.06472998
484	36.06294839
485	36.06085893
486	36.05969425
487	36.05745183
488	36.05567705
489	36.05315122
490	36.0510114
491	36.04982847
492	36.04780344
493	36.0461443
494	36.04433536
495	36.04265268
496	36.04139197
497	36.04029479
498	36.03838252
499	36.03701877
500	36.03586221
501	36.03343252
502	36.03137206
503	36.02964756
504	36.02850249
505	36.02699819
506	36.02528024
507	36.023672
508	36.02236877
509	36.0212996
510	36.01963298
511	36.01758502
512	36.01627901
513	36.01469053
514	36.01335768
515	36.01064042
516	36.00819643
517	36.00682332
518	36.00523809
519	36.00423938
520	36.00237162
521	36.00039018
522	35.998932
523	35.99691092
524	35.99496403
525	35.99328191
526	35.99161466
527	35.98981515
528	35.98768773
529	35.98594352
530	35.98454474
531	35.98358382
532	35.98181899
533	35.98022401
534	35.97853961
535	35.97689268
536	35.97460826
537	35.97299639
538	35.97110293
539	35.96961859
540	35.96797812
541	35.96665497
542	35.96462636
543	35.96269293
544	35.96058825
545	35.95888041
546	35.95764466
547	35.95570562
548	35.95439333
549	35.95203128
550	35.95030516
551	35.94871811
552	35.94744339
553	35.94524289
554	35.94344847
555	35.94157407
556	35.93982203
557	35.93862471
558	35.93747948
559	35.9352873
560	35.93363086
561	35.93165779
562	35.92982501
563	35.92799743
564	35.92598894
565	35.92359249
566	35.92160491
567	35.92063491
568	35.9186054
569	35.91699544
570	35.91556058
571	35.91353866
572	35.91221537
573	35.91001185
574	35.90881624
575	35.90739819
576	35.90536087
577	35.90358206
578	35.90250884
579	35.90109276
580	35.89894202
581	35.89592478
582	35.89445226
583	35.89307831
584	35.8912347
585	35.88942971
586	35.88764459
587	35.88639776
588	35.88469078
589	35.88358489
590	35.8811694
591	35.87987184
592	35.87774272
593	35.87594978
594	35.87331242
595	35.87139884
596	35.86984432
597	35.86800652
598	35.86596683
599	35.86464931
600	35.86342202
601	35.86238459
602	35.86101649
603	35.85944886
604	35.85860685
605	35.85684273
606	35.85576851
607	35.85436711
608	35.85292005
609	35.85193498
610	35.85037607
611	35.84899118
612	35.84759835
613	35.84577744
614	35.84383213
615	35.8422248
616	35.84105468
617	35.83908885
618	35.83717246
619	35.83624087
620	35.83454852
621	35.83295448
622	35.83164429
623	35.82956811
624	35.82771176
625	35.82662542
626	35.82533262
627	35.82357312
628	35.82233932
629	35.82098855
630	35.8187604
631	35.81714894
632	35.81526392
633	35.81348405
634	35.81156648
635	35.80993628
636	35.8085303
637	35.80623422
638	35.80510692
639	35.80396913
640	35.80222848
641	35.80096955
642	35.79923704
643	35.79761387
644	35.79628023
645	35.79462318
646	35.79305747
647	35.79139029
648	35.78939195
649	35.78765618
650	35.78558664
651	35.7839848
652	35.78243272
653	35.78157288
654	35.77966761
655	35.77876488
656	35.77782496
657	35.77668289
658	35.7758007
659	35.77435419
660	35.77284507
661662	36.969949662663	36.96917905
664	36.96744888
665	36.96646793
666	36.96532638
667	36.96387747
668	36.96207328
669	36.96094351
670	36.95989424
671	36.95853937
672	36.95774861
673	36.95654298
674	36.95556139
675	36.95436285
676	36.95321005
677	36.95217545
678	36.95123586
679	36.95015644
680	36.94931032
681	36.9482746
682	36.94707896
683	36.94621155
684	36.94554152
685	36.94458323
686	36.94385522
687	36.94285292
688	36.94202356
689	36.94135361
690	36.94007421
691	36.93915549
692	36.93758813
693	36.936378
694	36.93524723
695	36.93435417
696	36.93316536
697	36.93152095
698	36.93060865
699	36.92933481
700	36.9284788
701	36.92697058
702	36.92633152
703	36.92534984
704	36.92446191
705	36.9230586
706	36.9218713
707	36.92077155
708	36.9198735
709	36.91909994
710	36.91827559
711	36.91741247
712	36.91666636
713	36.91590229
714	36.91498
715	36.91404795
716	36.91246297
717	36.91173744
718	36.91041
719	36.90929626
720	36.90830299
721	36.90740706
722	36.90643326
723	36.90542318
724	36.90478692
725	36.90362521
726	36.90282817
727	36.90200295
728	36.90080644
729	36.89953396
730	36.89835514
731	36.89742174
732	36.89678052
733	36.89549225
734	36.89402311
735	36.89319681
736	36.89225945
737	36.89116317
738	36.89050624
739	36.88909952
740	36.8879656
741	36.88668265
742	36.88586279
743	36.88475041
744	36.88408624
745	36.88286622
746	36.88138068
747	36.88019235
748	36.87887751
749	36.87763631
750	36.87577832
751	36.87515038
752	36.87406775
753	36.8728587
754	36.87176615
5452
754	35.63594098
755	35.63414545
756	35.6323452
757	35.63020721
758	35.62906888
759	35.62766474
760	35.62681419
761	35.62499319
762	35.62353121
763	35.62173031
764	35.62021425
765	35.61859796
766	35.61734965
767	35.61491422
768	35.61367753
769	35.61254949
770	35.61144099
771	35.61038851
772	35.60833737
773	35.60704022
774	35.60581035
775	35.60471078
776	35.60337233
777	35.60151934
778	35.60035638
779	35.59937802
780	35.59755538
781	35.59649485
782	35.59444949
783	35.59324922
784	35.59165932
785	35.58966481
786	35.58861311
787	35.58729098
788	35.58556687
789	35.58408581
790	35.58290258
791	35.58158217
792	35.58009426
793	35.578246
794	35.57718229
795	35.57566036
796	35.57429193
797	35.57328721
798	35.57177966
799	35.5701289
800	35.56867584
801	35.56781413
802	35.56560515
803	35.56429971
804	35.56300575
805	35.5621628
806	35.55977318
807	35.55852044
808	35.5571379
809	35.55609983
810	35.55513259
811	35.55357028
812	35.55184705
813	35.55022647
814	35.54892367
815	35.54811885
816	35.54656969
817	35.54531617
818	35.54400406
819	35.54279468
820	35.54068504
821	35.53909556
822	35.53803822
