iter	Passed	Remaining
319	64957	109615
320	65153	109400
321	65352	109191
322	65552	108983
323	65738	108753
324	65958	108577
325	66176	108400
326	66374	108188
327	66580	107989
328	66775	107775
329	66968	107554
330	67173	107355
331	67394	107180
332	67597	106978
333	67790	106759
334	67981	106537
335	68191	106346
336	68374	106111
337	68574	105905
338	68791	105723
339	69001	105531
340	69199	105320
341	69419	105144
342	69620	104938
343	69825	104737
344	70020	104523
345	70233	104335
346	70435	104130
347	70640	103930
348	70833	103713
349	71034	103507
350	71219	103277
351	71424	103078
352	71628	102877
353	71823	102662
354	72025	102458
355	72250	102286
356	72446	102075
357	72663	101891
358	72894	101727
359	73095	101521
360	73300	101320
361	73481	101088
362	73698	100904
363	73886	100680
364	74078	100463
365	74273	100249
366	74484	100057
367	74677	99840
368	74898	99661
369	75092	99446
370	75296	99244
371	75502	99046
372	75685	98817
373	75877	98600
374	76074	98389
375	76273	98181
376	76458	97955
377	76666	97759
378	76875	97564
379	77064	97344
380	77262	97135
381	77463	96930
382	77649	96707
383	77860	96514
384	78060	96308
385	78258	96100
386	78473	95911
387	78670	95702
388	78890	95519
389	79096	95321
390	79281	95096
391	79457	94862
392	79665	94665
393	79856	94449
394	80068	94257
395	80280	94065
396	80488	93869
397	80697	93673
398	80873	93440
399	81057	93215
400	81261	93015
401	81452	92798
402	81654	92595
403	81861	92398
404	82068	92200
405	82274	92001
406	82458	91778
407	82653	91567
408	82853	91361
409	83051	91154
410	83248	90945
411	83431	90721
412	83618	90502
413	83820	90299
414	84006	90079
415	84207	89875
416	84425	89688
417	84615	89474
418	84827	89281
419	85033	89082
420	85256	88902
421	85436	88675
422	85644	88479
423	85838	88267
424	86028	88052
425	86228	87847
426	86448	87663
427	86643	87453
428	86847	87252
429	87040	87040
430	87237	86832
431	87432	86622
432	87632	86418
433	87831	86212
434	88047	86023
435	88277	85847
436	88469	85635
437	88693	85453
438	88879	85235
439	89086	85036
440	89285	84831
441	89465	84607
442	89686	84422
443	89885	84216
444	90074	84001
445	90258	83782
446	90457	83576
447	90665	83379
448	90878	83187
449	91076	82981
450	91290	82788
451	91481	82576
452	91679	82369
453	91881	82167
454	92085	81966
455	92298	81772
456	92490	81561
457	92677	81346
458	92887	81149
459	93088	80946
460	93283	80738
461	93484	80534
462	93676	80322
463	93876	80118
464	94060	79901
465	94242	79681
466	94421	79459
467	94620	79255
468	94825	79054
469	95018	78844
470	95215	78638
471	95397	78420
472	95587	78208
473	95766	77987
474	95963	77781
475	96179	77590
476	96375	77383
477	96569	77175
478	96779	76979
479	96960	76760
480	97169	76563
481	97368	76359
482	97621	76197
483	97816	75989
484	98022	75790
485	98215	75581
486	98413	75376
487	98651	75201
488	98869	75011
489	99065	74804
490	99277	74609
491	99469	74400
492	99675	74200
493	99868	73991
494	100049	73773
495	100263	73580
496	100455	73371
497	100667	73175
498	100884	72984
499	101084	72781
500	101266	72564
501	101455	72352
502	101644	72141
503	101861	71949
504	102055	71741
505	102271	71549
506	102461	71339
507	102647	71125
508	102862	70932
509	103066	70731
510	103279	70537
511	103454	70316
512	103673	70126
513	103864	69916
514	104056	69707
515	104271	69514
516	104466	69307
517	104657	69098
518	104862	68898
519	105046	68684
520	105250	68483
521	105453	68282
522	105660	68083
523	105862	67881
524	106068	67681
525	106261	67473
526	106465	67273
527	106669	67072
528	106892	66883
529	107117	66695
530	107315	66491
531	107497	66276
532	107695	66072
533	107882	65860
534	108074	65652
535	108277	65451
536	108479	65249
537	108693	65054
538	108900	64855
539	109099	64651
540	109312	64455
541	109505	64248
542	109714	64050
543	109902	63840
544	110096	63633
545	110281	63421
546	110483	63220
547	110665	63006
548	110865	62803
549	111072	62604
550	111265	62397
551	111450	62186
552	111647	61981
553	111863	61787
554	112080	61594
555	112257	61377
556	112463	61178
557	112667	60977
558	112884	60783
559	113078	60577
560	113268	60369
561	113487	60176
562	113678	59969
563	113881	59767
564	114088	59568
565	114283	59362
566	114485	59160
567	114681	58955
568	114900	58762
569	115086	58552
570	115286	58350
571	115503	58155
572	115715	57958
573	115920	57758
574	116114	57552
575	116311	57347
576	116504	57141
577	116711	56942
578	116923	56745
579	117129	56545
580	117330	56342
581	117548	56148
582	117736	55939
583	117948	55742
584	118146	55538
585	118367	55345
586	118567	55142
587	118795	54953
588	118972	54739
589	119180	54540
590	119383	54338
591	119581	54135
592	119767	53925
593	119968	53723
594	120165	53518
595	120362	53314
596	120578	53119
597	120791	52921
598	121003	52724
599	121207	52523
600	121426	52328
601	121617	52121
602	121808	51915
603	121992	51705
604	122194	51503
605	122389	51298
606	122594	51098
607	122799	50896
608	122990	50690
609	123178	50483
610	123381	50281
611	123584	50079
612	123783	49876
613	123993	49678
614	124183	49471
615	124383	49268
616	124589	49068
617	124805	48872
618	124991	48663
619	125188	48459
620	125400	48261
621	125602	48060
622	125808	47859
623	126009	47657
624	126209	47454
625	126419	47255
626	126636	47059
627	126834	46856
628	127026	46650
629	127233	46450
630	127411	46239
631	127595	46031
632	127786	45825
633	127986	45623
634	128197	45424
635	128400	45222
636	128575	45011
637	128756	44802
638	128952	44598
639	129154	44396
640	129349	44192
641	129560	43993
642	129786	43800
643	129986	43597
644	130186	43395
645	130386	43193
646	130568	42984
647	130781	42786
648	130985	42585
649	131179	42381
650	131385	42180
651	131594	41981
652	131783	41775
653	132002	41578
654	132225	41383
655	132448	41188
656	132647	40985
657	132863	40787
658	133039	40578
659	133237	40375
660	133435	40171
661	133631	39968
662	133832	39766
663	134026	39562
664	134225	39359
665	134416	39154
666	134603	38948
667	134790	38742
668	134988	38539
669	135186	38336
670	135390	38135
671	135587	37932
672	135787	37729
673	136009	37533
674	136231	37337
675	136415	37130
676	136613	36927
677	136796	36721
678	137006	36521
679	137214	36321
680	137423	36121
681	137636	35922
682	137846	35722
683	138064	35525
684	138258	35321
685	138460	35119
686	138651	34915
687	138850	34712
688	139074	34516
689	139265	34311
690	139463	34109
691	139649	33903
692	139851	33701
693	140047	33498
694	140232	33292
695	140420	33087
696	140621	32885
697	140831	32685
698	141019	32480
699	141216	32278
700	141426	32078
701	141627	31876
702	141838	31676
703	142026	31471
704	142215	31267
705	142416	31065
706	142621	30864
707	142843	30666
708	143034	30462
709	143229	30259
710	143422	30056
711	143616	29852
712	143825	29652
713	144029	29451
714	144233	29250
715	144438	29049
716	144657	28850
717	144869	28651
718	145068	28448
719	145258	28244
720	145449	28040
721	145642	27837
722	145847	27636
723	146038	27432
724	146232	27229
725	146435	27028
726	146627	26824
727	146828	26622
728	147030	26421
729	147229	26218
730	147410	26013
731	147594	25808
732	147774	25603
733	147977	25402
734	148166	25198
735	148357	24994
736	148574	24795
737	148786	24596
738	148987	24394
739	149184	24192
740	149385	23990
741	149597	23790
742	149787	23587
743	149973	23383
744	150176	23181
745	150371	22979
746	150564	22776
747	150760	22573
748	150967	22372
749	151163	22170
750	151363	21968
751	151572	21768
752	151776	21567
753	151979	21365
754	152168	21162
755	152373	20961
756	152588	20761
757	152778	20558
758	152979	20356
759	153172	20154
760	153365	19951
761	153596	19753
762	153803	19553
763	154009	19351
764	154225	19152
765	154420	18949
766	154623	18748
767	154834	18547
768	155039	18346
769	155231	18143
770	155427	17941
771	155658	17743
772	155843	17540
773	156034	17337
774	156224	17134
775	156436	16933
776	156639	16732
777	156817	16528
778	157023	16327
779	157235	16126
780	157441	15925
781	157651	15724
782	157846	15522
783	158070	15323
784	158266	15121
785	158448	14917
786	158645	14715
787	158865	14515
788	159063	14313
789	159272	14112
790	159456	13909
791	159655	13707
792	159874	13507
793	160077	13306
794	160266	13103
795	160456	12901
796	160660	12699
797	160864	12498
798	161066	12296
799	161264	12094
800	161462	11893
801	161653	11690
802	161847	11488
803	162046	11286
804	162250	11085
805	162462	10884
806	162679	10684
807	162872	10481
808	163061	10279
809	163268	10078
810	163462	9876
811	163673	9675
812	163869	9473
813	164071	9271
814	164258	9069
815	164447	8867
816	164647	8665
817	164854	8464
818	165049	8262
819	165249	8060
820	165445	7859
821	165628	7656
822	165812	7454
823	166024	7253
824	166204	7051
825	166395	6849
826	166599	6647
827	166800	6446
828	167023	6245
829	167225	6044
830	167408	5842
831	167612	5640
832	167818	5439
833	168017	5237
834	168222	5036
835	168405	4834
836	168616	4633
837	168814	4431
838	169009	4230
839	169224	4029
840	169431	3827
841	169644	3626
842	169818	3424
843	170014	3223
844	170206	3021
845	170430	2820
846	170639	2619
847	170836	2417
848	171036	2216
849	171228	2014
850	171427	1812
851	171638	1611
852	171842	1410
853	172031	1208
854	172225	1007
855	172420	805
856	172638	604
857	172841	402
858	173050	201
859	173245	0
