iter	RMSE
291	37.36880394
292	37.36715534
293	37.36549225
294	37.36344389
295	37.36175779
296	37.3601022
297	37.35841798
298	37.35698279
299	37.35523653
300	37.35362957
301	37.35220398
302	37.35030218
303	37.34830464
304	37.34674801
305	37.34498364
306	37.34386818
307	37.34266215
308	37.34123563
309	37.33977917
310	37.33864548
311	37.33674051
312	37.33570344
313	37.33430011
314	37.33269425
315	37.33082932
316	37.32935205
317	37.327156
318	37.32580142
319	37.32394839
320	37.32303487
321	37.32192366
322	37.32084354
323	37.31963663
324	37.318482
325	37.31759364
326	37.31622506
327	37.31435731
328	37.3132538
329	37.31137138
330	37.31026854
331	37.30858538
332	37.30713452
333	37.30582212
334	37.30439929
335	37.30301781
336	37.30210774
337	37.30073101
338	37.29918858
339	37.29763987
340	37.29616469
341	37.29427662
342	37.29320217
343	37.29198775
344	37.29100597
345	37.28955909
346	37.28821074
347	37.28682603
348	37.28570244
349	37.28368384
350	37.28248179
351	37.28093577
352	37.27983023
353	37.278229
354	37.27696179
355	37.27611403
356	37.27448785
357	37.27322564
358	37.27189109
359	37.27086721
360	37.26953149
361	37.26807975
362	37.26667459
363	37.26558755
364	37.26457054
365	37.26328685
366	37.26163747
367	37.2606184
368	37.25942867
369	37.25840482
370	37.25701827
371	37.25574483
372	37.25518509
373	37.25404116
374	37.25300016
375	37.2514868
376	37.24962612
377	37.24818944
378	37.24675562
379	37.24560952
380	37.24403829
381	37.24315939
382	37.24165778
383	37.23921629
384	37.23821321
385	37.23683482
386	37.23527822
387	37.23434364
388	37.23300969
389	37.23186574
390	37.23078252
391	37.23010904
392	37.22921657
393	37.22786041
394	37.22643109
395	37.22468715
396	37.22378999
397	37.22249344
398	37.22168769
399	37.22021328
400	37.21852689
401	37.21745832
402	37.21640514
403	37.2153782
404	37.21365344
405	37.21248798
406	37.2116362
407	37.21064182
408	37.20979382
409	37.20852349
410	37.20733555
411	37.20662943
412	37.20562079
413	37.20432043
414	37.20300973
415	37.20184303
416	37.20076569
417	37.19971924
418	37.19784785
419	37.19641228
420	37.19556732
421	37.19437432
422	37.19265904
423	37.19145743
424	37.19046089
425	37.18911761
426	37.18775286
427	37.18685748
428	37.1853514
429	37.18439261
430	37.18311807
431	37.18212792
432	37.1803462
433	37.17969036
434	37.1786668
435	37.17751896
436	37.17636579
437	37.17486826
438	37.173934
439	37.17274028
440	37.17190974
441	37.1711259
442	37.16951275
443	37.16864128
444	37.16780578
445	37.16697848
446	37.16587078
447	37.16486399
448	37.16367061
449	37.16277133
450	37.16187745
451	37.1605746
452	37.1593988
453	37.1581466
454	37.15714898
455	37.15607659
456	37.15528255
457	37.15439875
458	37.1532901
459	37.15240151
460	37.15090803
461	37.15000215
462	37.14910604
463	37.14796288
464	37.14728036
465	37.14680566
466	37.14600331
467	37.14466585
468	37.14347094
469	37.1424305
470	37.1411836
471	37.14027678
472	37.13900571
473	37.13844962
474	37.13726989
475	37.13573414
476	37.13449427
477	37.13345934
478	37.13228322
479	37.13134923
480	37.130113
481	37.12879232
482	37.12741122
483	37.12651712
484	37.12519297
485	37.12455784
486	37.1237156
487	37.12188394
488	37.12039966
489	37.11949322
490	37.11848312
491	37.11725167
492	37.115861
493	37.11488167
494	37.11419053
495	37.11278528
496	37.1120328
497	37.11084873
498	37.10972222
499	37.1086311
500	37.10814056
501	37.10758111
502	37.10627525
503	37.10484047
504	37.10382649
505	37.10287953
506	37.10166584
507	37.10070883
508	37.09946968
509	37.09842677
510	37.09716554
511	37.09648778
512	37.09540328
513	37.09485019
514	37.0942591
515	37.09297591
516	37.09196929
517	37.09051052
518	37.08927084
519	37.08837844
520	37.08794312
521	37.08620437
522	37.08523784
523	37.08383478
524	37.08275226
525	37.08184618
526	37.08048107
527	37.07951661
528	37.07865882
529	37.07724619
530	37.0760431
531	37.07513709
532	37.07433021
533	37.0733778
534	37.0723531
535	37.07158357
536	37.07063203
537	37.06993841
538	37.06897188
539	37.06809454
540	37.06719623
541	37.06622763
542	37.06507896
543	37.0644687
544	37.06324605
545	37.06227461
546	37.06126518
547	37.0603949
548	37.0594364
549	37.05827092
550	37.05737225
551	37.05658509
552	37.05565999
553	37.05438167
554	37.05315178
555	37.05243573
556	37.05115028
557	37.05025862
558	37.0492598
559	37.04826471
560	37.04776895
561	37.04666261
562	37.04526978
563	37.04395187
564	37.04319386
565	37.04233974
566	37.04150594
567	37.04030262
568	37.03956635
569	37.0387374
570	37.03751931
571	37.03656647
572	37.03566898
573	37.03473892
574	37.03360446
575	37.03212678
576	37.03118262
577	37.03040222
578	37.02952073
579	37.02861449
580	37.02753839
581	37.0262764
582	37.02536064
583	37.02411212
584	37.02320704
585	37.02199084
586	37.02081248
587	37.01963739
588	37.01873315
589	37.01723594
590	37.01613971
591	37.01493664
592	37.01417849
593	37.01327377
594	37.01201755
595	37.01142565
596	37.01035496
597	37.00949621
598	37.00864082
599	37.00820923
600	37.00731862
601	37.00601819
602	37.00472003
603	37.00432114
604	37.00354495
605	37.00239057
606	37.00160802
607	37.00089602
608	36.99987674
609	36.99910997
610	36.9978736
611	36.99687227
612	36.99582114
613	36.99494904
614	36.99416296
615	36.99331996
616	36.99231429
617	36.99151834
618	36.99086924
619	36.98982287
620	36.98897833
621	36.98821945
622	36.98705878
623	36.9859321
624	36.98487865
625	36.98390773
626	36.98302093
627	36.98252735
628	36.98176769
629	36.98089023
630	36.98014742
631	36.97910954
632	36.97836696
633	36.97750806
634	36.9764917
635	36.97548791
636	36.97473034
637	36.97400975
638	36.9729503
639	36.9716632
640	36.97038531
641	36.96946965
642	36.96835618
643	36.96753929
644	36.96645224
645	36.96548341
646	36.96436535
647	36.9634697
648	36.96246003
649	36.96184428
650	36.96082471
651	36.95975685
652	36.9588147
653	36.95776379
654	36.95661224
655	36.9553964
656	36.9543402
657	36.95360391
658	36.9530449
659	36.95223115
660	36.95142623
661	36.95089493
662	36.94986057
663	36.94907382
664	36.94843547
665	36.94746019
666	36.94677535
667	36.94589942
668	36.94535495
669	36.9445368
670	36.9437041
671	36.94304528
672	36.94259661
673	36.94182829
674	36.94060965
675	36.93957579
676	36.93854794
677	36.93789983
678	36.9367719
679	36.93604693
680	36.93534525
681	36.93425784
682	36.93336993
683	36.93226389
684	36.93132538
685	36.93025116
686	36.92958047
687	36.92864451
688	36.92741998
689	36.92625172
690	36.92557614
691	36.92484306
692	36.92333004
693	36.92255599
694	36.92186126
695	36.92098425
696	36.92032273
697	36.91967478
698	36.9186475
699	36.91766543
700	36.91645516
701	36.915875
702	36.91458492
703	36.91346091
704	36.91268447
705	36.91168526
706	36.91059213
707	36.9096458
708	36.90860509
709	36.9078089
710	36.90723742
711	36.90616573
712	36.9052567
713	36.90416659
714	36.90350201
715	36.90259053
716	36.9017404
717	36.90086803
718	36.89998244
719	36.89931778
720	36.89846698
721	36.89726608
722	36.89636406
723	36.89548934
724	36.89483318
725	36.89392706
726	36.89301782
727	36.89176678
728	36.89080191
729	36.88987715
730	36.88929091
731	36.88833843
732	36.8877139
733	36.88662829
734	36.8860717
735	36.88505538
736	36.88407923
737	36.88323711
738	36.88227864
739	36.88123022
740	36.88011954
741	36.87909394
742	36.87849362
743	36.87786522
744	36.87697129
745	36.87609725
746	36.87537757
747	36.87441428
748	36.87363586
749	36.87302803
750	36.87254294
751	36.87167033
752	36.87010827
753	36.8692576
754	36.8686824
755	36.86807723
756	36.86723052
757	36.8664313
758	36.86541619
759	36.86470764
760	36.86375041
761	36.86282787
762	36.86207843
763	36.86098136
764	36.85965382
765	36.85872218
766	36.85802731
767	36.85723389
768	36.85653578
769	36.85574613
770	36.85484965
771	36.85403808
772	36.85356069
773	36.85286781
774	36.85237481
775	36.85160604
776	36.85073564
777	36.85040903
778	36.8493611
779	36.8482966
780	36.84738549
781	36.84657578
782	36.84540603
783	36.84433093
784	36.84347413
785	36.84305629
786	36.84222476
787	36.84153017
788	36.84072872
789	36.83998659
790	36.83894428
791	36.83801872
792	36.83721156
793	36.83676082
794	36.83592041
795	36.83500592
796	36.83395173
797	36.83316859
798	36.83230428
799	36.83159264
800	36.83055211
801	36.82961092
802	36.82884894
803	36.8278139
804	36.82694494
805	36.82598368
806	36.82496558
807	36.82430783
808	36.8235678
809	36.82290754
810	36.82221271
811	36.82154176
812	36.82065032
813	36.81966602
814	36.81903056
815	36.81835736
816	36.81766437
817	36.816863
818	36.8162947
819	36.8149809
820	36.8144152
821	36.81399693
822	36.81329976
823	36.8123943
824	36.81199801
825	36.81160481
826	36.81095072
827	36.81013639
828	36.80957988
829	36.80875189
830	36.80806629
831	36.80752654
832	36.80665156
833	36.80613714
834	36.8054772
835	36.8047234
836	36.80419056
837	36.80311158
838	36.802511
839	36.80152721
840	36.80085674
841	36.79984313
842	36.79947374
843	36.79873226
844	36.79780763
845	36.79707236
846	36.7960003
847	36.7952033
848	36.79452413
849	36.79393884
850	36.79316506
851	36.79254801
852	36.79153197
853	36.79107003
854	36.79045668
855	36.78964698
856	36.7889048
857	36.78808734
858	36.78736692
859	36.78674149
